aid,aidtype,aidname,aiddesc,aidsrcid,aidsrcname,aidextid,aidmdate,cids,sids,geneids,aidcategories,protacxns,depcatg,pmids,rnai,dois,ecs,repacxns,annotation
720573,2,qHTS for Activators of Parkin Expression:  LOPAC Validation Assay (FLuc Reporter),"Parkin is an E3 ubiquitin ligase localized in the cytosol of cells expressed in many tissues, including brain, skeletal muscle, heart and liver tissues.  One hour after stress induction by mitochondrial uncouplers (which mimic mitochondria damage by decreasing the mitochondrial inner membrane electrochemical gradient that is used to produce ATP), Parkin translocates from the cytosol to mitochondria in many cultured cell types, including neurons and HeLa cells [1].  Administration of other mitochondrial pois",2,National Center for Advancing Translational Sciences (NCATS),ParkinXPR-LOPAC-fluc,20130814,"119,138,178,199,237,247,249,275,286,289,401,444,462,471,535,546,547,564,650,681,774,785,787,838,896,903,951,1045,1046,1066,1102,1103,1123,1150,1207,1215,1216,1218,1219,1220,1221,1222,1225,1228,1229,1232,1233,1234,1237,1238,1240,1241,1242,1245,1256,1316,1317,1318,1329,1330,1337,1340,1342,1345,1346,1352,1354,1359,1365,1366,1367,1374,1390,1456,1474,1534,1551,1564,1574,1607,1609,1641,1645,1647,1649,1676,1678,1683,1694,1697,1701,1719,1720,1725,1727,1730,1734,1738,1742,1745,1774,1775,1779,1793,1794,1795,1809,1820","90340560,90340561,90340562,90340563,90340564,90340565,90340566,90340567,90340568,90340569,90340570,90340571,90340572,90340573,90340574,90340575,90340576,90340577,90340578,90340579,90340580,90340581,90340582,90340583,90340584,90340585,90340586,90340587,90340589,90340590,90340591,90340592,90340593,90340594,90340595,90340596,90340597,90340598,90340599,90340600,90340601,90340602,90340603,90340604,90340605,90340606,90340607,90340608,90340609,90340610,90340611,90340612,90340613,90340614,90340615,90340616,90340617",5071,NULL,BAA25751,Governmental Organizations|NIH Initiatives,"19029340,20547844,23018994",0,10.1038/nmeth.2170|10.1073/pnas.0914569107|10.1083/jcb.200809125,NULL,BAA25751,NULL
720584,2,qHTS of Trypanosoma Brucei Inhibitors: Orthogonal Assay for Cherry-picked Compounds,"Members of the Trypanosomatidae family of parasitic protozoans cause a spectrum of diseases throughout the tropical and subtropical world. Sleeping sickness, caused by two subspecies of Trypanosoma brucei, is endemic to areas of sub-Saharan Africa, while Chagas' disease, a manifestation of Trypanosoma cruzi infection, is prevalent throughout Central and South America. In addition, many species of Leishmania are responsible for a range of cutaneous and visceral diseases, causing ulcers, destructive lesions a",2,National Center for Advancing Translational Sciences (NCATS),TbPyK-f2-adpglo,20130822,"2064,2268,3194,7573,7619,8507,10603,16955,20992,37534,68485,76567,85517,85555,86926,94986,96672,96967,97410,99844,100519,181167,219296,220284,222515,222761,225407,234827,236184,236275,236589,236794,238781,241808,243251,243574,245097,247304,247652,248597,250583,254021,261066,262395,263521,263522,264630,267286,267626,268524,269249,269257,269582,270378,275191,275263,276581,276685,281376,282598,282938,284471,288807,297961,304835,308654,313603,313614,314728,315063,319938,320930,322570,323616,324415,324518,327741","842400,842534,842605,843090,843966,844060,844223,844849,845056,845982,848247,848370,849645,850087,850352,850662,851590,852024,852341,852826,853234,853276,853478,856093,856503,856627,856656,857499,858047,858258,858303,858812,859661,860907,861120,862225,864015,864052,864518,865277,865482,865589,865860,865874,3711717,3712030,3712084,3712150,3712884,3713011,3713060,3716553,3717524,3717542,3717898,3717903,4241367,4241399,4241466,4241904,4242649,4244856,4245118,4245610,4245916,4247670,4250067,4250086,4250263,4251",NULL,NULL,AAX80043,Governmental Organizations|NIH Initiatives,NULL,0,NULL,NULL,AAX80043,NULL
720498,2,qHTS Assay for the Inhibitors of FEN1: Confirmatory Assay for Cherry-picked Compounds,"The major human flap endonuclease FEN1 is an efficient structure-specific enzyme that recognizes and cleaves a 5'-unannealed DNA flap. It belongs to the RAD2 family nucleases, which are involved in DNA metabolism and are highly conserved in prokaryotes and eukaryotes. FEN1 is a key enzyme in DNA replication, repair and maintenance of genomic stability. 5'-flap removal by FEN1 is critical for Okazaki fragment processing during lagging strand DNA synthesis, long-patch base excision repair (LP BER), and regula",2,National Center for Advancing Translational Sciences (NCATS),fen1-ases-set-p1_selected,20130716,"3197,3634,4212,4971,6047,6293,6683,6701,8321,8323,8408,9305,10168,10603,14169,14710,18834,22650,23533,32875,38853,40304,43640,47508,60063,62770,67062,67065,67485,68106,68207,73024,73677,75583,76357,77917,83156,83851,85517,97167,97688,100058,108155,112939,122815,124496,125322,145758,149800,150655,174343,176170,182785,182791,185146,188677,213329,219926,227197,231363,232570,233538,235598,245581,246666,247351,257702,258841,259213,263534,264630,265436,265522,266432,272112,272269,274108,276191,278675,281355,28137","846098,852091,852615,855879,857194,857319,857795,857966,858569,861947,862346,862604,862910,3711664,4241310,4241391,4242272,4245784,4250541,4258396,4259318,4260569,7967796,7968423,7969338,7969625,7971429,7972392,7972659,7973721,7974229,7975124,7975176,8139902,8139971,11532916,14720806,14722136,14722375,14724300,14727580,14727861,14728391,14731349,14731723,14732338,14732615,14733092,14734093,14735143,14735407,14735408,14737088,14737782,14737910,14739565,14742355,14742430,14745194,14745211,14745409,14745573,14",2237,NULL,NP_004102,Governmental Organizations|NIH Initiatives,21062821,0,10.1093/nar/gkq1082,3.1.-.-,P39748,NULL
720559,2,qHTS for compounds that reverse cellular toxicity of Amyloid beta (A-beta) peptide in yeast: LOPAC Validation Assay,"The A-beta peptide is produced by the processing of the amyloid precursor protein (APP) by two proteases, beta and gamma secretases [1, 2]. These enzymatic processes generate multiple A-beta isoforms, most notably A-beta40 and A-beta42, and these isoforms are major constituents of amyloid plaques found in the brain regions of AD patients. A-beta42 is regarded as the most amyloidogenic form due to its hydrophobicity; however, precisely how A-beta42 induces neurotoxicity is unclear. To understand further this",2,National Center for Advancing Translational Sciences (NCATS),Abeta-yeast-LOPAC,20130806,"119,138,178,199,237,247,249,275,286,289,401,444,462,471,535,546,547,564,650,681,774,785,787,838,896,903,951,1045,1046,1066,1102,1103,1123,1150,1207,1215,1216,1218,1219,1220,1221,1222,1225,1228,1229,1232,1233,1234,1237,1238,1240,1241,1242,1245,1256,1316,1317,1318,1329,1330,1337,1340,1342,1345,1346,1352,1354,1359,1365,1366,1367,1374,1390,1456,1474,1534,1551,1564,1574,1607,1609,1641,1645,1647,1649,1676,1678,1683,1694,1697,1701,1719,1720,1725,1727,1730,1734,1738,1742,1745,1774,1775,1779,1793,1794,1795,1809,1820","90340560,90340561,90340562,90340563,90340564,90340565,90340566,90340567,90340568,90340569,90340570,90340571,90340572,90340573,90340574,90340575,90340576,90340577,90340578,90340579,90340580,90340581,90340582,90340583,90340584,90340585,90340586,90340587,90340589,90340590,90340591,90340592,90340593,90340594,90340595,90340596,90340597,90340598,90340599,90340600,90340601,90340602,90340603,90340604,90340605,90340606,90340607,90340608,90340609,90340610,90340611,90340612,90340613,90340614,90340615,90340616,90340617",351,Toxicity,P05067,Governmental Organizations|NIH Initiatives,"10531052,10591213",0,10.1038/990107|10.1126/science.286.5440.735,NULL,P05067,NULL
720572,2,qHTS for Activators of Parkin Expression:  LOPAC Validation Assay (NLuc Reporter),"Parkin is an E3 ubiquitin ligase localized in the cytosol of cells expressed in many tissues, including brain, skeletal muscle, heart and liver tissues.  One hour after stress induction by mitochondrial uncouplers (which mimic mitochondria damage by decreasing the mitochondrial inner membrane electrochemical gradient that is used to produce ATP), Parkin translocates from the cytosol to mitochondria in many cultured cell types, including neurons and HeLa cells [1].  Administration of other mitochondrial pois",2,National Center for Advancing Translational Sciences (NCATS),ParkinXPR-LOPAC-NLuc,20130814,"119,138,178,199,237,247,249,275,286,289,401,444,462,471,535,546,547,564,650,681,774,785,787,838,896,903,951,1045,1046,1066,1102,1103,1123,1150,1207,1215,1216,1218,1219,1220,1221,1222,1225,1228,1229,1232,1233,1234,1237,1238,1240,1241,1242,1245,1256,1316,1317,1318,1329,1330,1337,1340,1342,1345,1346,1352,1354,1359,1365,1366,1367,1374,1390,1456,1474,1534,1551,1564,1574,1607,1609,1641,1645,1647,1649,1676,1678,1683,1694,1697,1701,1719,1720,1725,1727,1730,1734,1738,1742,1745,1774,1775,1779,1793,1794,1795,1809,1820","90340560,90340561,90340562,90340563,90340564,90340565,90340566,90340567,90340568,90340569,90340570,90340571,90340572,90340573,90340574,90340575,90340576,90340577,90340578,90340579,90340580,90340581,90340582,90340583,90340584,90340585,90340586,90340587,90340589,90340590,90340591,90340592,90340593,90340594,90340595,90340596,90340597,90340598,90340599,90340600,90340601,90340602,90340603,90340604,90340605,90340606,90340607,90340608,90340609,90340610,90340611,90340612,90340613,90340614,90340615,90340616,90340617",5071,NULL,BAA25751,Governmental Organizations|NIH Initiatives,"19029340,20547844,23018994",0,10.1038/nmeth.2170|10.1073/pnas.0914569107|10.1083/jcb.200809125,NULL,BAA25751,NULL
720575,2,qHTS Assay for Inhibitors of Hepatitis C Virus (HCV):  Confirmation Assay for Cherry-picked Compounds,"Hepatitis C virus (HCV) infects about 200 million people in the world. Many infected people progress to chronic liver disease including cirrhosis with a risk of developing liver cancer. To date, there is no effective vaccine for hepatitis C. Current therapy based on interferon is only effective in about half of the patients and is associated with significant adverse effects. The fraction of people with HCV who can complete a successful treatment is estimated to be no more than 10 percent. Recent development",2,National Center for Advancing Translational Sciences (NCATS),hcv-replication-f1-2luc,20130815,"6741,8975,9283,10829,13195,13266,42640,50248,70848,82498,92806,197690,227530,231867,245079,248206,253602,257940,259513,259932,270995,273034,276258,276294,328144,377877,384400,389753,391131,436059,517348,571869,601428,624750,630988,645037,645969,646236,649143,649384,649589,651078,651192,651338,651357,652435,653126,653216,654534,656070,657306,658425,658668,658734,659872,659904,660572,661087,661336,662595,663466,663896,664212,665110,665670,665899,666697,666991,667087,667380,676047,687985,704682,710698,712598,7","842762,843666,844956,846141,846750,846989,847191,848734,848874,848895,849923,850293,850596,850687,851928,853415,857065,857319,857389,858563,858597,859273,859785,860029,860940,861345,862243,862974,863328,863857,864423,864658,865443,865730,865827,866121,3711225,3711742,3711761,3711875,3712877,3713679,3713837,3717003,3717484,3717529,3717810,4240761,4240983,4241033,4241526,4241879,4242876,4243046,4243143,4243806,4243897,4244220,4245437,4246922,4247205,4247500,4247541,4248927,4249626,4249927,4250276,4251763,4252",NULL,NULL,BAJ07247,Governmental Organizations|NIH Initiatives,23836237,0,10.1038/nm.3183,NULL,BAJ07247,NULL
720576,2,qHTS Assay for Inhibitors of Hepatitis C Virus (HCV):  Cytotoxicity  Counterscreen for Cherry-picked Compounds,"Hepatitis C virus (HCV) infects about 200 million people in the world. Many infected people progress to chronic liver disease including cirrhosis with a risk of developing liver cancer. To date, there is no effective vaccine for hepatitis C. Current therapy based on interferon is only effective in about half of the patients and is associated with significant adverse effects. The fraction of people with HCV who can complete a successful treatment is estimated to be no more than 10 percent. Recent development",2,National Center for Advancing Translational Sciences (NCATS),hcv-replication-f1-2atp,20130815,"6741,8975,9283,10829,13195,13266,42640,50248,70848,82498,92806,197690,227530,231867,245079,248206,253602,257940,259513,259932,270995,273034,276258,276294,328144,377877,384400,389753,391131,436059,517348,571869,601428,624750,630988,645037,645969,646236,649143,649384,649589,651078,651192,651338,651357,652435,653126,653216,654534,656070,657306,658425,658668,658734,659872,659904,660572,661087,661336,662595,663466,663896,664212,665110,665670,665899,666697,666991,667087,667380,676047,687985,704682,710698,712598,7","842762,843666,844956,846141,846750,846989,847191,848734,848874,848895,849923,850293,850596,850687,851928,853415,857065,857319,857389,858563,858597,859273,859785,860029,860940,861345,862243,862974,863328,863857,864423,864658,865443,865730,865827,866121,3711225,3711742,3711761,3711875,3712877,3713679,3713837,3717003,3717484,3717529,3717810,4240761,4240983,4241033,4241526,4241879,4242876,4243046,4243143,4243806,4243897,4244220,4245437,4246922,4247205,4247500,4247541,4248927,4249626,4249927,4250276,4251763,4252",NULL,Toxicity,NULL,Governmental Organizations|NIH Initiatives,23836237,0,10.1038/nm.3183,NULL,NULL,NULL
720591,2,MLPCN SirT-5 Measured in Biochemical System Using Imaging - 7044-01_Inhibitor_Dose_CherryPick_Activity_Set5,"Keywords: SirT-5, NAD-dependent desuccinylase and demalonylase, succinyl lysine modification, malonyl lysine modification, transcriptional and metabolic regulation._|__|_Assay Overview: This work aims to develop a high-throughput assay to find/screen for specific inhibitors of SirT-5 which can be used to study the biological function of SirT-5.  This includes the function of two novel SirT-5 protein post-translational modifications, lysine succinylation and malonylation._|__|_Expected Outcome: This assay ut",31,Broad Institute,7044-01_Inhibitor_Dose_CherryPick_Activity_Set5,20130827,"10168,10653,63441,66856,71014,95050,99749,134453,139369,221107,221162,223570,226671,227967,239538,240009,252682,266835,304923,307173,308468,342202,412741,519684,531951,555301,559927,581843,599759,600567,613179,613677,614315,617491,645434,646764,647036,647582,648080,648213,648620,650104,650129,650135,650479,650534,651822,652112,652467,652779,652985,653185,654775,654798,657880,658972,659792,664699,665032,666813,669311,670756,671565,679638,680129,699701,706601,713796,715695,722483,727274,727650,727889,730978,7","842766,843156,843465,844438,844706,845718,847695,847726,848055,848111,849333,849614,849957,850262,850464,850655,852162,852185,855879,856523,857542,857624,858479,858653,863447,863776,865554,3713477,3713515,3713907,3716705,4243531,4245222,4246895,4247108,4247757,4247936,4248778,4249639,4250762,4255550,4259098,4259139,4259247,4259747,4261396,4261835,4262901,4265420,7964808,7965512,7966519,7967038,7969539,7971401,7971898,7972807,7972947,7974933,7975343,7975727,14721193,14721217,14721457,14721465,14721696,147226",23408,Biochemical,Q9NXA8,NIH Initiatives,"21151122,22076378",0,10.1038/nchembio.495|10.1126/science.1207861,2.3.1.-,Q9NXA8,NULL
720503,2,qHTS for Inhibitors of WRN Helicase: BLM Helicase Counterscreen for WRN Inhibitors,"Inhibition of DNA repair is proposed as a strategy for combating cancer. Synthetic lethality is an approach that exploits preexisting DNA repair deficiencies in certain tumors to develop inhibitors of DNA repair pathways that compensate for the tumor-associated DNA repair deficiency. Because helicases play critical roles in the DNA damage response and in DNA repair, particularly in actively dividing and replicating cells, characterization of synthetic lethal relationships of DNA helicases may be of value in",2,National Center for Advancing Translational Sciences (NCATS),WRN-helicase-BLM-f1,20130709,"3197,4212,6047,6842,7141,32875,49659,62770,83851,125322,151582,219926,222761,225421,227197,230132,235240,235598,236065,236584,237102,237490,248466,248894,254021,254824,263521,264630,265898,267626,268499,268649,268807,268953,269582,274108,275191,276685,282594,291363,314728,317587,319846,331140,333459,335352,348896,360404,367851,376179,378196,379559,381594,382447,386517,388993,421105,427839,429575,429643,432465,432873,434797,445027,496451,540335,557197,602926,645041,646522,649290,651779,654283,658024,659329,6","842767,843770,844210,846897,849302,851690,856673,857486,857522,857981,861273,861471,861705,862800,863306,863408,863840,3713060,3714133,3714388,3717399,3717577,4241419,4243236,4243472,4245703,4245926,4258396,4259932,4260569,4260677,4262953,4264440,7969625,7972893,7974348,7975003,7975176,7975612,7976138,11532916,14718751,14720780,14720803,14722136,14724300,14726494,14727398,14727861,14728076,14728200,14729217,14729238,14730425,14730721,14730783,14731723,14732338,14732383,14732902,14733025,14733092,14733837,14",641,NULL,NP_000048,Governmental Organizations|NIH Initiatives,NULL,0,NULL,3.6.4.12,P54132,NULL
720497,2,qHTS for Inhibitors of WRN Helicase: Confirmatory Assay for Cherry-picked Compounds.,"Inhibition of DNA repair is proposed as a strategy for combating cancer. Synthetic lethality is an approach that exploits preexisting DNA repair deficiencies in certain tumors to develop inhibitors of DNA repair pathways that compensate for the tumor-associated DNA repair deficiency. Because helicases play critical roles in the DNA damage response and in DNA repair, particularly in actively dividing and replicating cells, characterization of synthetic lethal relationships of DNA helicases may be of value in",2,National Center for Advancing Translational Sciences (NCATS),WRN-helicase-f1-selec,20130709,"3197,4212,6047,6842,7141,32875,49659,62770,83851,125322,151582,219926,222761,225421,227197,230132,235240,235598,236065,236584,237102,237490,248466,248894,254021,254824,263521,264630,265898,267626,268499,268649,268807,268953,269582,274108,275191,276685,282594,291363,314728,317587,319846,331140,333459,335352,348896,360404,367851,376179,378196,379559,381594,382447,386517,388993,421105,427839,429575,429643,432465,432873,434797,445027,496451,540335,557197,602926,645041,646522,649290,651779,654283,658024,659329,6","842767,843770,844210,846897,849302,851690,856673,857486,857522,857981,861273,861471,861705,862800,863306,863408,863840,3713060,3714133,3714388,3717399,3717577,4241419,4243236,4243472,4245703,4245926,4258396,4259932,4260569,4260677,4262953,4264440,7969625,7972893,7974348,7975003,7975176,7975612,7976138,11532916,14718751,14720780,14720803,14722136,14724300,14726494,14727398,14727861,14728076,14728200,14729217,14729238,14730425,14730721,14730783,14731723,14732338,14732383,14732902,14733025,14733092,14733837,14",7486,NULL,AAC63361,Governmental Organizations|NIH Initiatives,NULL,0,NULL,NULL,AAC63361,NULL
720519,2,qHTS for Inhibitors of Cell Surface uPA Generation: Confirmatory Assay for Cherry-picked Compounds,"The overall objective of this project is to perform a quantitative high throughput screen (qHTS) to identify novel compounds that inhibit the generation of cell surface urokinase activity. The urokinase plasminogen activator (uPA) is one of the two primary endogenous systems that mediate plasminogen activation into plasmin. Members of this system, including uPA and its receptor (uPAR), are overexpressed in several malignant tumors. This system plays a major role in adhesion, migration, invasion and metastas",2,National Center for Advancing Translational Sciences (NCATS),upa-mem-PA-U2_LF,20130718,"335,1892,2181,3690,4612,6769,6842,17134,31772,40235,57469,69602,71399,95240,100492,108667,114961,167972,224264,238991,240843,246357,261413,261536,288336,324088,373871,379950,399616,404470,404472,428373,442437,452029,455821,462454,496073,573345,584360,618993,628002,640114,644835,646843,647809,647878,657287,658900,663861,665344,667476,667493,671866,679950,680195,700577,702539,706052,714032,719590,736267,752131,752353,755367,756704,765638,768298,772318,774802,776184,776639,785958,789929,792601,792632,799090,81","842566,844516,845957,855754,857546,862627,864094,865810,3712293,3712587,3715637,3715693,3716134,3716951,4260737,4264733,7965208,7965410,7965483,7965572,7965861,7966233,7966325,7966564,7966675,7966744,7966961,7967266,7968167,7968320,7968378,7968631,7969164,7969288,7969632,7969648,7969686,7969976,7970138,7970164,7970291,7970424,7970460,7970475,7970517,7970825,7970935,7971768,7973996,7976693,7977775,11533006,14718882,14721161,14721361,14723131,14723554,14724759,14728576,14729390,14729979,14732096,14732562,1473",5328,NULL,NP_002649,Governmental Organizations|NIH Initiatives,19377967,0,10.1007/978-1-60327-003-8_7,3.4.21.73,P00749,NULL
720658,1,Fluorescence polarization-based biochemical high throughput confirmation assay to identify inhibitors of alpha/beta hydrolase domain containing 4 (ABHD4).,"Source (MLPCN Center Name): The Scripps Research Institute Molecular Screening Center (SRIMSC)_|_Center Affiliation: The Scripps Research Institute_|_Assay Provider: Ben Cravatt, The Scripps Research Institute_|_Network: Molecular Libraries Probe Production Centers Network (MLPCN)_|_Grant Proposal Number: R01 DA033760_|_Grant Proposal PI: Ben Cravatt, The Scripps Research Institute_|_External Assay ID: ABHD4_INH_FP_1536_3X%INH CRUN_|__|_Name: Fluorescence polarization-based biochemical high throughput confi",5,The Scripps Research Institute Molecular Screening Center,ABHD4_INH_FP_1536_3X%INH CRUN,20131018,"1369,2215,2794,3396,3728,4212,5154,6099,6293,6683,6824,6825,6842,6868,7141,7421,7564,7573,8321,8323,8478,8816,9305,9922,10603,11106,11951,14710,16955,19379,22324,26248,26964,31280,32875,40586,62770,65324,66671,66672,66732,67074,68207,68485,70837,72512,72571,72725,73024,74491,75583,77258,80417,83851,85485,85895,87615,87935,93572,95223,96506,96673,97167,97688,99342,99844,101486,112939,113052,128355,131411,152086,161385,164676,174343,176170,182785,199391,202512,213331,216328,220284,221193,222091,222515,222761,","844076,845056,846670,846693,847214,848113,850858,850965,851690,852150,852707,855540,855570,855593,855609,855650,855680,855713,855829,856223,856589,857091,857212,857243,857297,857633,858170,858398,858859,859022,859133,859668,859770,860462,860897,861717,861740,862009,862254,862514,862594,863328,865268,865806,3712028,3714633,3715155,3716071,3716517,4245502,4247173,4251852,4254737,4255077,4255552,4255584,4255813,4257742,4257849,4259227,4259563,4259931,4259959,4260302,4261439,4261558,4261587,4261901,4262275,4264",105501,Biochemical,NP_598837,NIH Initiatives,"14634025,16605240,16818490,18429637,18446159,6726229,7126608",0,10.1016/0005-2760(82)90352-6|10.1021/bi060163l|10.1021/cr0782067|10.1038/nrd2553|10.1074/jbc.m306642200|10.1074/jbc.m604660200|10.1111/j.1471-4159.1984.tb12750.x,3.1.1.-,Q8VD66,NULL
720518,2,qHTS for Inhibitors of Cell Surface uPA Generation: Wild-type Protective Antigen (WT-PrAg) Counterscreen for Cherry-picked Compounds,"The overall objective of this project is to perform a quantitative high throughput screen (qHTS) to identify novel compounds that inhibit the generation of cell surface urokinase activity. The urokinase plasminogen activator (uPA) is one of the two primary endogenous systems that mediate plasminogen activation into plasmin. Members of this system, including uPA and its receptor (uPAR), are over expressed in several malignant tumors. This system plays a major role in adhesion, migration, invasion and metasta",2,National Center for Advancing Translational Sciences (NCATS),upa-mem-PA-WT_LF,20130717,"335,1892,2181,3690,4612,6769,6842,17134,31772,40235,57469,69602,71399,95240,100492,108667,114961,167972,224264,238991,240843,246357,261413,261536,288336,324088,373871,379950,399616,404470,404472,428373,442437,452029,455821,462454,496073,573345,584360,618993,628002,640114,644835,646843,647809,647878,657287,658900,663861,665344,667476,667493,671866,679950,680195,700577,702539,706052,714032,719590,736267,752131,752353,755367,756704,765638,768298,772318,774802,776184,776639,785958,789929,792601,792632,799090,81","842566,844516,845957,855754,857546,862627,864094,865810,3712293,3712587,3715637,3715693,3716134,3716951,4260737,4264733,7965208,7965410,7965483,7965572,7965861,7966233,7966325,7966564,7966675,7966744,7966961,7967266,7968167,7968320,7968378,7968631,7969164,7969288,7969632,7969648,7969686,7969976,7970138,7970164,7970291,7970424,7970460,7970475,7970517,7970825,7970935,7971768,7973996,7976693,7977775,11533006,14718882,14721161,14721361,14723131,14723554,14724759,14728576,14729390,14729979,14732096,14732562,1473",NULL,NULL,NULL,Governmental Organizations|NIH Initiatives,19377967,0,10.1007/978-1-60327-003-8_7,NULL,NULL,NULL
720632,2,VEID(2) R110 Enzymatic Primary HTS to identify Inhibitors of Caspase 6 Measured in Biochemical System Using Plate Reader - 7052-01_Inhibitor_Dose_CherryPick_Activity,"Keywords: Caspase 6, inhibitors, allosteric inhibitors, neurodegenerative disease_|__|__|_Assay Overview:_|_An assay was set up to monitor cleavage of of a fluorescent labeled peptide caspase susbtrate, Rhodamine 110, bis-(N-CBZ-L-Valyl-L-Glutamyl-L-Isoleucyl-L-Aspartic Acid Amide) (Z-VEID-R110). This caspase substrate is a derivative of the fluorophore rhodamine 110 (R110). Peptides are covalently linked to each of the amino groups on R110, which suppresses the fluorescence of the dye. When the peptides ar",31,Broad Institute,7052-01_Inhibitor_Dose_CherryPick_Activity,20130907,"86,4140,4813,5668,6084,6099,6868,9305,10709,19910,30923,38853,43231,60758,65303,66671,66672,67062,67074,71209,72571,73677,80444,80709,81423,85517,97167,103148,112939,185484,199799,219642,224275,224641,224810,224922,225906,235224,235551,235811,236064,237126,239930,244159,244633,245742,245928,247351,254722,254897,254944,260644,262391,265580,265661,269970,270995,271216,272361,278033,278810,279589,281376,281416,286554,291363,307686,313614,313619,316368,317587,317843,320930,321186,322539,323009,324140,349435,359","842874,855839,855961,858402,862121,864852,4241599,4242057,4242383,4242820,4245063,4245110,4247296,4249077,4250593,4251575,4256630,4259887,4262116,4263634,4264896,4265048,7967180,7969301,7971289,7971719,7972339,7973467,7975973,7977298,8139902,8139971,11532939,14722652,14723527,14727792,14730491,14730512,14733920,14734620,14734897,14736173,14736285,14739765,14744747,14744989,14745958,16952410,17388038,17401891,17413496,17431642,17431724,17433751,17504207,17504892,17506805,17507890,17507894,17508878,17512875,1",839,Biochemical,AAH04460,NIH Initiatives,NULL,0,NULL,NULL,P55212,NULL
720499,2,qHTS for Inhibitors of WRN Helicase: Thiazole Orange DNA Binding Counterscreen,"Inhibition of DNA repair is proposed as a strategy for combating cancer. Synthetic lethality is an approach that exploits preexisting DNA repair deficiencies in certain tumors to develop inhibitors of DNA repair pathways that compensate for the tumor-associated DNA repair deficiency. Because helicases play critical roles in the DNA damage response and in DNA repair, particularly in actively dividing and replicating cells, characterization of synthetic lethal relationships of DNA helicases may be of value in",2,National Center for Advancing Translational Sciences (NCATS),WRN-helicase-DNA-binding-f1,20130709,"3197,4212,6047,6842,7141,32875,49659,62770,83851,125322,151582,219926,222761,225421,227197,230132,235240,235598,236065,236584,237102,237490,248466,248894,254021,254824,263521,264630,265898,267626,268499,268649,268807,268953,269582,274108,275191,276685,282594,291363,314728,317587,319846,331140,333459,335352,348896,360404,367851,376179,378196,379559,381594,382447,386517,388993,421105,427839,429575,429643,432465,432873,434797,445027,496451,540335,557197,602926,645041,646522,649290,651779,654283,658024,659329,6","842767,843770,844210,846897,849302,851690,856673,857486,857522,857981,861273,861471,861705,862800,863306,863408,863840,3713060,3714133,3714388,3717399,3717577,4241419,4243236,4243472,4245703,4245926,4258396,4259932,4260569,4260677,4262953,4264440,7969625,7972893,7974348,7975003,7975176,7975612,7976138,11532916,14718751,14720780,14720803,14722136,14724300,14726494,14727398,14727861,14728076,14728200,14729217,14729238,14730425,14730721,14730783,14731723,14732338,14732383,14732902,14733025,14733092,14733837,14",NULL,NULL,NULL,Governmental Organizations|NIH Initiatives,NULL,0,NULL,NULL,NULL,NULL
720697,2,Cytotoxicity Assay Measured in Cell-Based System Using Plate Reader - 2144-02_Inhibitor_Dose_CherryPick_Activity_Set2,"Keywords:  microRNA, miR-122, HCV, hepatoma Huh7_|__|__|_Assay Overview:  This assay tests for general mammalian cytotoxicity in a HEK293T cell line._|__|__|_Expected Outcome: Cytotoxicity would exhibit loss of signal as compared to neutral control wells.",31,Broad Institute,2144-02_Inhibitor_Dose_CherryPick_Activity_Set2,20131029,"5712,20231,20279,68363,80727,237195,254021,255329,306655,331342,348206,364824,401019,570353,644740,645981,646905,647738,649030,649478,650075,651054,651531,651738,653945,659078,659917,659940,660098,660434,662261,662619,663005,663048,663170,664962,665846,666575,666959,666972,667000,667108,678309,684592,688004,700862,714397,733165,750693,756939,759367,772256,779573,785909,787549,788410,798222,804847,805251,833065,836479,847813,849844,869163,869467,877422,882221,901979,907037,944701,951880,955142,971803,972880,","842476,843678,844578,845395,846634,847665,848599,849066,849261,851376,857720,858464,858611,858789,858862,859133,860987,861371,861727,861777,861826,861947,863710,864604,865321,865698,865711,865739,865848,3714761,3716869,4241510,4241547,4241611,4242974,4243407,4243664,4245273,4245463,4245617,4246159,4246732,4250565,4251140,4251800,4254508,4254899,4255741,4256499,4258250,4258769,4260748,4262159,4263485,4263793,4264531,4264774,4264952,7972164,7972489,7972933,7973071,7973704,7974583,7975045,7975962,7976428,79777",NULL,"Cell-based,Toxicity",NULL,NIH Initiatives,NULL,0,NULL,NULL,NULL,NULL
